paper_id,claim_id,table_figure,claim,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
coppock_mcclellan_2019,a2_se_mturk_ctrl_mf,Appendix Table 2,"SE, mturk_ctrl, mortalityfirst",0.098,0.098,1,0.098,1,NA,NA,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_int_mf,Appendix Table 2,"SE, mturk_int, mortalityfirst",0.301,0.310,0,0.31,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_base_mf,Appendix Table 2,"SE, kam_base, mortalityfirst",0.097,0.098,0,0.098,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_ctrl_mf,Appendix Table 2,"SE, kam_ctrl, mortalityfirst",0.099,0.100,0,0.1,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_int_mf,Appendix Table 2,"SE, kam_int, mortalityfirst",0.294,0.294,1,0.294,1,NA,NA,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_base_ra,Appendix Table 2,"SE, lucid_base, ramean",0.199,0.196,0,0.196,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_ctrl_ra,Appendix Table 2,"SE, lucid_ctrl, ramean",0.209,0.205,0,0.205,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_int_ra,Appendix Table 2,"SE, lucid_int, ramean",0.284,0.269,0,0.269,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_base_ra,Appendix Table 2,"SE, mturk_base, ramean",0.276,0.283,0,0.283,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_ctrl_ra,Appendix Table 2,"SE, mturk_ctrl, ramean",0.29,0.293,0,0.293,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_int_ra,Appendix Table 2,"SE, mturk_int, ramean",0.394,0.412,0,0.412,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_base_ra,Appendix Table 2,"SE, kam_base, ramean",0.306,0.303,0,0.303,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_ctrl_ra,Appendix Table 2,"SE, kam_ctrl, ramean",0.32,0.325,0,0.325,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_int_ra,Appendix Table 2,"SE, kam_int, ramean",0.482,0.485,0,0.485,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_int_raxmf,Appendix Table 2,"SE, lucid_int, mortalityfirst:ramean",0.399,0.393,0,0.393,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_int_raxmf,Appendix Table 2,"SE, mturk_int, mortalityfirst:ramean",0.554,0.569,0,0.569,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_int_raxmf,Appendix Table 2,"SE, kam_int, mortalityfirst:ramean",0.623,0.621,0,0.621,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_base_int,Appendix Table 2,"SE, lucid_base, (Intercept)",0.108,0.106,0,0.106,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_ctrl_int,Appendix Table 2,"SE, lucid_ctrl, (Intercept)",0.177,0.176,0,0.176,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_int_int,Appendix Table 2,"SE, lucid_int, (Intercept)",0.148,0.141,0,0.141,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_base_int,Appendix Table 2,"SE, mturk_base, (Intercept)",0.161,0.163,0,0.163,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_ctrl_int,Appendix Table 2,"SE, mturk_ctrl, (Intercept)",0.28,0.281,0,0.281,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_int_int,Appendix Table 2,"SE, mturk_int, (Intercept)",0.219,0.229,0,0.229,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_base_int,Appendix Table 2,"SE, kam_base, (Intercept)",0.155,0.154,0,0.154,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_ctrl_int,Appendix Table 2,"SE, kam_ctrl, (Intercept)",0.271,0.275,0,0.275,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_kam_int_int,Appendix Table 2,"SE, kam_int, (Intercept)",0.227,0.229,0,0.229,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_nobs_lucid_base,Appendix Table 2,"N, lucid_base",1629,1629,1,1629,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_lucid_base,Appendix Table 2,"Log likelihood, lucid_base",-1027.212,-1027.212,1,-1027.212,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_lucid_base,Appendix Table 2,"AIC, lucid_base",2060.424,2060.424,1,2060.424,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_lucid_ctrl,Appendix Table 2,"N, lucid_ctrl",1629,1629,1,1629,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_lucid_ctrl,Appendix Table 2,"Log likelihood, lucid_ctrl",-1015.762,-1015.762,1,-1015.762,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_lucid_ctrl,Appendix Table 2,"AIC, lucid_ctrl",2047.524,2047.524,1,2047.524,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_lucid_int,Appendix Table 2,"N, lucid_int",1629,1629,1,1629,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_lucid_int,Appendix Table 2,"Log likelihood, lucid_int",-1026.356,-1026.356,1,-1026.356,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_lucid_int,Appendix Table 2,"AIC, lucid_int",2060.713,2060.713,1,2060.713,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_mturk_base,Appendix Table 2,"N, mturk_base",766,766,1,766,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_mturk_base,Appendix Table 2,"Log likelihood, mturk_base",-448.046,-448.046,1,-448.046,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_mturk_base,Appendix Table 2,"AIC, mturk_base",902.092,902.092,1,902.092,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_mturk_ctrl,Appendix Table 2,"N, mturk_ctrl",766,766,1,766,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_mturk_ctrl,Appendix Table 2,"Log likelihood, mturk_ctrl",-447.878,-447.878,1,-447.878,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_mturk_ctrl,Appendix Table 2,"AIC, mturk_ctrl",911.755,911.755,1,911.755,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_mturk_int,Appendix Table 2,"N, mturk_int",766,766,1,766,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_mturk_int,Appendix Table 2,"Log likelihood, mturk_int",-447.823,-447.823,1,-447.823,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_mturk_int,Appendix Table 2,"AIC, mturk_int",903.646,903.646,1,903.646,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_kam_base,Appendix Table 2,"N, kam_base",752,752,1,752,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_kam_base,Appendix Table 2,"Log likelihood, kam_base",-453.196,-453.196,1,-453.196,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_kam_base,Appendix Table 2,"AIC, kam_base",912.392,912.392,1,912.392,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_kam_ctrl,Appendix Table 2,"N, kam_ctrl",752,752,1,752,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_kam_ctrl,Appendix Table 2,"Log likelihood, kam_ctrl",-450.863,-450.863,1,-450.863,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_kam_ctrl,Appendix Table 2,"AIC, kam_ctrl",917.727,917.727,1,917.727,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_nobs_kam_int,Appendix Table 2,"N, kam_int",752,752,1,752,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_loglik_kam_int,Appendix Table 2,"Log likelihood, kam_int",-453.195,-453.195,1,-453.195,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_aic_kam_int,Appendix Table 2,"AIC, kam_int",914.391,914.391,1,914.391,1,NA,NA,Model fit statistic; the deposited script and the rewrite agree exactly
coppock_mcclellan_2019,manifest_welfare_gss84_n,Appendix study manifest,"Welfare, GSS 1984 N",943,943,1,943,1,NA,NA,Appendix 2.1.1
coppock_mcclellan_2019,manifest_welfare_gss14_n,Appendix study manifest,"Welfare, GSS 2014 N",2457,2457,1,2457,1,NA,NA,Appendix 2.1.2
coppock_mcclellan_2019,manifest_welfare_lucid_n,Appendix study manifest,"Welfare, Lucid N",3294,1811,0,3294,0,NA,paper_internal,"Appendix 2.1.3 states 1,811, which is the Lucid sample size of the Hiscox experiment in section 2.4.2. The welfare data hold 3,504 Lucid rows of which 3,294 have a usable outcome"
coppock_mcclellan_2019,manifest_welfare_mturk_n,Appendix study manifest,"Welfare, MTurk N",494,494,1,494,1,NA,NA,Appendix 2.1.4
coppock_mcclellan_2019,manifest_ad_original_n,Appendix study manifest,"Asian Disease, original N",307,307,1,307,1,NA,NA,Appendix 2.2.1
coppock_mcclellan_2019,manifest_ad_lucid_n,Appendix study manifest,"Asian Disease, Lucid N",1813,1813,1,1813,1,NA,NA,Appendix 2.2.2
coppock_mcclellan_2019,manifest_ks_original_n,Appendix study manifest,"Kam and Simas, original N",752,761,0,752,0,NA,paper_internal,"Appendix 2.3.1 states 761 in prose; appendix Table 2 reports 752 for the same models, and 752 is what the data give"
coppock_mcclellan_2019,manifest_ks_lucid_n,Appendix study manifest,"Kam and Simas, Lucid N",1629,1629,1,1629,1,NA,NA,Appendix 2.3.2
coppock_mcclellan_2019,manifest_ks_mturk_n,Appendix study manifest,"Kam and Simas, MTurk N",766,766,1,766,1,NA,NA,Appendix 2.3.3
coppock_mcclellan_2019,manifest_hiscox_original_n,Appendix study manifest,"Hiscox, original N",1578,1578,1,1578,1,NA,NA,Appendix 2.4.1
coppock_mcclellan_2019,manifest_hiscox_lucid_n,Appendix study manifest,"Hiscox, Lucid N",1811,1811,1,1811,1,NA,NA,Appendix 2.4.2
coppock_mcclellan_2019,manifest_hiscox_gfk_n,Appendix study manifest,"Hiscox, GfK N",2084,2084,1,2084,1,NA,NA,Appendix 2.4.3
coppock_mcclellan_2019,manifest_hiscox_mturk_n,Appendix study manifest,"Hiscox, MTurk N",2972,2972,1,2972,1,NA,NA,Appendix 2.4.4
coppock_mcclellan_2019,manifest_rumors_original_n,Appendix study manifest,"Healthcare rumors, original N",1593,1593,1,1593,1,NA,NA,"Appendix 2.5.1, which calls the original sample MTurk where the article calls it Survey Sampling International. The data agree with the article"
coppock_mcclellan_2019,manifest_rumors_lucid_n,Appendix study manifest,"Healthcare rumors, Lucid N",3503,3503,1,3503,1,NA,NA,Appendix 2.5.2
coppock_mcclellan_2019,manifest_hiscox_gfk_wave2_n,Appendix study manifest,"Hiscox, GfK wave 2 N",NA,1838,NA,NA,NA,NA,archive,"The deposited Hiscox file carries a single wave per survey, so the second wave is not in the deposit at all"
coppock_mcclellan_2019,manifest_hiscox_mturk_wave2_n,Appendix study manifest,"Hiscox, MTurk wave 2 N",NA,2307,NA,NA,NA,NA,archive,"The deposited Hiscox file carries a single wave per survey, so the second wave is not in the deposit at all"
coppock_mcclellan_2019,sample_lucid_n,"Text, Our sample",Lucid sample N,3504,3504,1,3504,1,NA,NA,
coppock_mcclellan_2019,surveys_per_month_mean,"Text, Our sample","Surveys per month, mean",4.28,4.28,1,4.28,1,NA,NA,
coppock_mcclellan_2019,share_under_one_survey_a_day,"Text, Our sample",Percent taking fewer than one survey per day,98.06,98,1,98.06,1,NA,NA,
coppock_mcclellan_2019,surveys_per_month_trimmed,"Text, Our sample","Surveys per month among those, mean",2.43,2.43,1,2.43,1,NA,NA,
coppock_mcclellan_2019,share_surveys_at_home,"Text, Our sample",Percent taking surveys at home,93.51,94,1,93.51,1,NA,NA,
coppock_mcclellan_2019,compensation_mean,"Text, Our sample","Expected compensation, mean dollars",5.01,5.01,1,5.01,1,NA,NA,
coppock_mcclellan_2019,compensation_mean_trimmed,"Text, Our sample","Expected compensation, mean dollars, trimmed",1.16,1.16,1,1.16,1,NA,NA,
coppock_mcclellan_2019,female_lucid,"Text, Baseline characteristics","Percent female, Lucid",52.15,52,1,52.15,1,NA,NA,
coppock_mcclellan_2019,female_mturk,"Text, Baseline characteristics","Percent female, MTurk",60.07,60,1,60.07,1,NA,NA,
coppock_mcclellan_2019,education_lucid,"Text, Baseline characteristics","Years of education, Lucid",14.16,14.2,1,14.16,1,NA,NA,
coppock_mcclellan_2019,education_anes,"Text, Baseline characteristics","Years of education, ANES",13.5,13.5,1,13.5,1,NA,NA,
coppock_mcclellan_2019,NA,"Text, Baseline characteristics","Years of education, MTurk",14.88,NA,NA,14.88,NA,NA,NA,Computed to support a claim the article states in words rather than in numbers
coppock_mcclellan_2019,party7_lucid,"Text, Baseline characteristics","Party ID, Lucid",3.73,3.7,1,3.73,1,NA,NA,
coppock_mcclellan_2019,party7_anes2012,"Text, Baseline characteristics","Party ID, ANES 2012",3.73,3.7,1,3.73,1,NA,NA,
coppock_mcclellan_2019,party7_mturk,"Text, Baseline characteristics","Party ID, MTurk",3.49,3.5,1,3.49,1,NA,NA,
coppock_mcclellan_2019,interest_lucid_minus_mturk,"Text, Baseline characteristics","Political interest, Lucid minus MTurk",1.19,1.2,1,1.19,1,NA,NA,
coppock_mcclellan_2019,NA,"Text, Baseline characteristics","Political knowledge, Lucid",58.39,NA,NA,58.39,NA,NA,NA,Computed to support a claim the article states in words rather than in numbers
coppock_mcclellan_2019,NA,"Text, Baseline characteristics","Political knowledge, MTurk",70.51,NA,NA,70.51,NA,NA,NA,Computed to support a claim the article states in words rather than in numbers
coppock_mcclellan_2019,NA,"Text, Baseline characteristics","Political knowledge, ANES panel",59.91,NA,NA,59.91,NA,NA,NA,Computed to support a claim the article states in words rather than in numbers
coppock_mcclellan_2019,appendix_opportunities,"Text, Distance tests",Variables tested,21,21,1,21,1,NA,NA,
coppock_mcclellan_2019,appendix_lucid_closer,"Text, Distance tests",Lucid closer,18,18,1,18,1,NA,NA,
coppock_mcclellan_2019,appendix_mturk_closer,"Text, Distance tests",MTurk closer,3,3,1,3,1,NA,NA,
coppock_mcclellan_2019,appendix_lucid_closer_significant,"Text, Distance tests","Lucid significantly closer, archive p",14,14,1,14,1,NA,NA,
coppock_mcclellan_2019,appendix_mturk_closer_significant,"Text, Distance tests","MTurk significantly closer, archive p",1,1,1,1,1,NA,NA,
coppock_mcclellan_2019,NA,"Text, Distance tests","Lucid significantly closer, two-tailed p",13,NA,NA,13,NA,NA,NA,Computed to support a claim the article states in words rather than in numbers
coppock_mcclellan_2019,NA,"Text, Distance tests","MTurk significantly closer, two-tailed p",1,NA,NA,1,NA,NA,NA,Computed to support a claim the article states in words rather than in numbers
coppock_mcclellan_2019,demographic_variables_tested,"Text, Distance tests",Demographic variables tested,11,11,1,11,1,NA,NA,
coppock_mcclellan_2019,demographic_lucid_closer,"Text, Distance tests","Demographic, Lucid closer",9,9,1,9,1,NA,NA,
coppock_mcclellan_2019,demographic_significantly_closer,"Text, Distance tests","Demographic, significantly closer, archive p",6,5,0,6,0,NA,paper_internal,"The article's prose says five. Its own appendix Table 1 prints 6 demographic rows that are both positive and below 0.05, which is what the pipeline reproduces, so the disagreement is between the article's text and the article's table"
coppock_mcclellan_2019,NA,"Text, Distance tests","Political, significantly closer, archive p",3,3,1,3,1,NA,NA,
coppock_mcclellan_2019,NA,"Text, Distance tests","Traits, significantly closer, archive p",5,5,1,5,1,NA,NA,
coppock_mcclellan_2019,NA,"Text, Distance tests","Traits, significantly closer, two-tailed p",4,NA,NA,4,NA,NA,NA,Computed to support a claim the article states in words rather than in numbers
coppock_mcclellan_2019,rumor_lucid_control_mean,"Text, Healthcare rumors","Death panel belief, Lucid control mean",-0.172,-0.17,1,-0.172,1,NA,NA,
coppock_mcclellan_2019,rumor_original_control_mean,"Text, Healthcare rumors","Death panel belief, original control mean",-0.19,-0.19,1,-0.19,1,NA,NA,
coppock_mcclellan_2019,majority_paid_dollars_or_points,"Text, Our sample, p.4",share paid in dollars or points exceeds half,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,lucid_closer_on_four_demographics,"Text, Baseline characteristics, p.5","gender, education, age and income all favour Lucid",1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,education_lucid_closer_than_mturk,"Text, Baseline characteristics, p.5",education distance favours Lucid,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,income_lucid_between_anes_and_mturk,"Text, Baseline characteristics, p.5",mean and median income both sit between MTurk and the ANES 2012 face-to-face sample,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,white_overrepresented_less_on_lucid,"Text, Baseline characteristics, p.5",both samples sit above the benchmark white share and Lucid by less,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,mturk_overrepresents_southerners,"Text, Baseline characteristics, p.5","MTurk's southern share sits below the benchmark, not above it",0,NA,NA,0,NA,0,paper_internal,"The MTurk southern share sits below the ANES 2012 benchmark on the article's own Figure 1, so southerners are under-represented rather than over-represented"
coppock_mcclellan_2019,lucid_closer_registration_and_turnout,"Text, Baseline characteristics, p.6",registration favours Lucid and turnout favours MTurk,0,NA,NA,0,NA,0,unresolved,"The article's own appendix Table 1 puts MTurk closer on turnout, and the article says so itself two paragraphs later. The two deposited files disagree: the standardized file the distance tests read puts the ANES 2012 turnout benchmark at 0.702 and the political table's weighted mean puts it at 0.756, and Lucid is closer under the second. Choosing between them is an analytical decision the rewrite does not make"
coppock_mcclellan_2019,mturk_more_liberal,"Text, Baseline characteristics, p.6",MTurk sits furthest below the benchmark on the conservatism scale,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,interest_mturk_least_lucid_most,"Text, Baseline characteristics, p.6",MTurk lowest and Lucid highest on political interest,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,knowledge_mturk_above_anes_lucid_similar,"Text, Baseline characteristics, p.6",MTurk above the ANES panel and Lucid nearer to it than MTurk is,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,sig_closer_party_ideology_interest,"Text, Baseline characteristics, p.6","three characteristics favour Lucid and turnout favours MTurk, all significant",1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,mturk_least_favors_senior_drugs,"Text, Baseline characteristics, p.6",MTurk is lowest on support for senior drug benefits and youngest,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,lucid_tracks_benchmarks_on_traits,"Text, Baseline characteristics, p.6",Lucid nearer the ANES 2012 than MTurk on conscientiousness and stability,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,traits_all_five_significantly_closer,"Text, Baseline characteristics, p.6","under the two-tailed test the appendix describes, extraversion does not clear 0.05",0,NA,NA,0,NA,0,paper_internal,"Under the two-tailed test the appendix says it used, four of the five traits are significantly closer and extraversion is not. All five clear 0.05 under the expression the published p-value column actually carries"
coppock_mcclellan_2019,berinsky_no_mturk_estimate,"Text, Experiments, p.6",the Berinsky facet carries no MTurk estimate,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,welfare_cates_indistinguishable,"Text, Treatment effect heterogeneity, p.9",the three race conditional effects overlap in both samples,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,kamsimas_no_conditioning,"Text, Treatment effect heterogeneity, p.9",the risk acceptance interaction spans zero in both samples,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,hiscox_no_heterogeneity,"Text, Treatment effect heterogeneity, p.9",conditional effects overlap within every frame by sample cell,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,berinsky_only_democratic_correction,"Text, Treatment effect heterogeneity, p.9",the Democratic correction among Democrats is the only conditional effect that differs between samples,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,most_cases_matched_sign_and_significance,"Text, Discussion, p.12",more than half the Lucid estimates agree with the original on sign and significance,1,NA,NA,1,NA,1,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,appendix_two_tailed_method,"Text, Appendix 1","the published p-value column is the archive's own expression, not the two-tailed test",0,NA,NA,0,NA,0,archive,"The deposited 12_DistanceTests.R computes pnorm(2 * (1 - |z|)), which is not a p-value for any hypothesis, where the appendix text says two-tailed under a normal approximation"
coppock_mcclellan_2019,heterogeneity_four_of_five,"Text, Treatment effect heterogeneity, p.9",experiments with at least one conditional average treatment effect,4,4,1,4,1,NA,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,policy_lucid_more_conservative,"Text, Baseline characteristics, p.6",policy items with an unambiguous direction on which Lucid polls more conservatively,2,NA,NA,2,NA,NA,unresolved,"The sentence names neither the items nor the direction, and the two tax items have no unambiguous conservative side, so the claim is not judgeable as written"
coppock_mcclellan_2019,zero_cases_significant_opposite_sign,"Text, Discussion, p.12",Lucid estimates that are significant with the opposite sign from the original,0,0,1,0,1,NA,NA,Computed from the estimates the pipeline produces; the article states the claim in words
coppock_mcclellan_2019,one_substantively_different_result,"Text, Discussion, p.12",experiments with at least one sign or significance mismatch against the original,2,NA,NA,2,NA,NA,unresolved,The sentence does not say what makes a result substantively different. Two experiments carry at least one Lucid estimate that differs from the original in sign or significance
coppock_mcclellan_2019,intro_five_experiments,"Text, Fit for purpose",Experiments replicated,5,5,1,5,1,NA,NA,Counted from the facets of Figure 2
coppock_mcclellan_2019,figure_1_standardization,Figure 1,ANES 2012 standardized to mean zero,4.742007547013051e-16,NA,NA,4.742007547013051e-16,NA,1,NA,"The article says Figure 1 standardizes by the ANES 2012 mean and standard deviation, which puts every ANES 2012 point at zero"
coppock_mcclellan_2019,hc2_ci_level,"Text, Experiments",Confidence level,95.05982422569869,95,1,95.05982422569869,1,NA,NA,"Implied by the half widths of the Asian Disease intervals in standard errors, under a normal approximation"
coppock_mcclellan_2019,hiscox_expert_levels,"Text, Experiment 4",Levels of the expert factor,2,2,1,2,1,NA,NA,The omitted level plus the indicators the regression carries
coppock_mcclellan_2019,hiscox_valence_levels,"Text, Experiment 4",Levels of the valence factor,4,4,1,4,1,NA,NA,The omitted control plus the indicators the regression carries
coppock_mcclellan_2019,welfare_gss_year,"Text, Treatment effect heterogeneity",GSS baseline year,2014,2016,0,2014,0,NA,unresolved,"The heterogeneity section names the 2016 GSS. The deposited welfare data hold the 1984 and 2014 surveys and no other, and the article's own Experiment 1 section names 2014 as the baseline. The deposited heterogeneity file labels the comparison sample Original with no year, so which of the two it is cannot be settled from the deposit"
coppock_mcclellan_2019,NA,Figure 1,All plotted estimates and confidence bounds,NA,NA,NA,NA,NA,NA,NA,The published figure prints no numbers. Its 69 plotted estimates are drawn from a data file the deposit ships pre-computed and are written to maintained/output/figure_1_standardized_demos.csv
coppock_mcclellan_2019,NA,Figure 2,All plotted estimates and confidence bounds,NA,NA,NA,NA,NA,NA,NA,The published figure prints no numbers. Its 35 plotted estimates are drawn from a data file the deposit ships pre-computed and are written to maintained/output/figure_2_standardized_experiments.csv
coppock_mcclellan_2019,NA,Figure 3,All plotted estimates and confidence bounds,NA,NA,NA,NA,NA,NA,NA,The published figure prints no numbers. Its 14 plotted estimates are drawn from a data file the deposit ships pre-computed and are written to maintained/output/figure_3_cate_welfare_ad_ks.csv
coppock_mcclellan_2019,NA,Figure 4,All plotted estimates and confidence bounds,NA,NA,NA,NA,NA,NA,NA,The published figure prints no numbers. Its 30 plotted estimates are drawn from a data file the deposit ships pre-computed and are written to maintained/output/figure_4_cate_hiscox.csv
